p cnf 59 2684
-8 -19 -25 -43 -49 -55 0
-8 -19 -31 -37 -43 -49 0
-8 -19 -31 -37 -43 -55 0
-8 -19 -31 -37 -49 -55 0
-8 -19 -31 -43 -49 -55 0
-8 -19 -37 -43 -49 -55 0
-8 -25 -31 -37 -43 -49 0
-8 -25 -31 -37 -43 -55 0
-8 -25 -31 -37 -49 -55 0
-8 -25 -31 -43 -49 -55 0
-8 -25 -37 -43 -49 -55 0
-8 -31 -37 -43 -49 -55 0
-13 -19 -25 -31 -37 -43 0
-13 -19 -25 -31 -37 -49 0
-13 -19 -25 -31 -37 -55 0
-13 -19 -25 -31 -43 -49 0
-13 -19 -25 -31 -43 -55 0
-13 -19 -25 -31 -49 -55 0
-13 -19 -25 -37 -43 -49 0
-13 -19 -25 -37 -43 -55 0
-13 -19 -25 -37 -49 -55 0
-13 -19 -25 -43 -49 -55 0
-13 -19 -31 -37 -43 -49 0
-13 -19 -31 -37 -43 -55 0
-13 -19 -31 -37 -49 -55 0
-13 -19 -31 -43 -49 -55 0
-13 -19 -37 -43 -49 -55 0
-13 -25 -31 -37 -43 -49 0
-13 -25 -31 -37 -43 -55 0
-13 -25 -31 -37 -49 -55 0
-13 -25 -31 -43 -49 -55 0
-13 -25 -37 -43 -49 -55 0
-13 -31 -37 -43 -49 -55 0
-19 -25 -31 -37 -43 -49 0
-19 -25 -31 -37 -43 -55 0
-19 -25 -31 -37 -49 -55 0
-19 -25 -31 -43 -49 -55 0
-19 -25 -37 -43 -49 -55 0
-19 -31 -37 -43 -49 -55 0
-25 -31 -37 -43 -49 -55 0
2 8 13 19 25 31 0
2 8 13 19 25 37 0
2 8 13 19 25 43 0
2 8 13 19 25 49 0
2 8 13 19 25 55 0
2 8 13 19 31 37 0
2 8 13 19 31 43 0
2 8 13 19 31 49 0
2 8 13 19 31 55 0
2 8 13 19 37 43 0
2 8 13 19 37 49 0
2 8 13 19 37 55 0
2 8 13 19 43 49 0
2 8 13 19 43 55 0
2 8 13 19 49 55 0
2 8 13 25 31 37 0
2 8 13 25 31 43 0
2 8 13 25 31 49 0
2 8 13 25 31 55 0
2 8 13 25 37 43 0
2 8 13 25 37 49 0
2 8 13 25 37 55 0
2 8 13 25 43 49 0
2 8 13 25 43 55 0
2 8 13 25 49 55 0
2 8 13 31 37 43 0
2 8 13 31 37 49 0
2 8 13 31 37 55 0
2 8 13 31 43 49 0
2 8 13 31 43 55 0
2 8 13 31 49 55 0
2 8 13 37 43 49 0
2 8 13 37 43 55 0
2 8 13 37 49 55 0
2 8 13 43 49 55 0
2 8 19 25 31 37 0
2 8 19 25 31 43 0
2 8 19 25 31 49 0
2 8 19 25 31 55 0
2 8 19 25 37 43 0
2 8 19 25 37 49 0
2 8 19 25 37 55 0
2 8 19 25 43 49 0
2 8 19 25 43 55 0
2 8 19 25 49 55 0
2 8 19 31 37 43 0
2 8 19 31 37 49 0
2 8 19 31 37 55 0
2 8 19 31 43 49 0
2 8 19 31 43 55 0
2 8 19 31 49 55 0
2 8 19 37 43 49 0
2 8 19 37 43 55 0
2 8 19 37 49 55 0
2 8 19 43 49 55 0
2 8 25 31 37 43 0
2 8 25 31 37 49 0
2 8 25 31 37 55 0
2 8 25 31 43 49 0
2 8 25 31 43 55 0
2 8 25 31 49 55 0
2 8 25 37 43 49 0
2 8 25 37 43 55 0
2 8 25 37 49 55 0
2 8 25 43 49 55 0
2 8 31 37 43 49 0
2 8 31 37 43 55 0
2 8 31 37 49 55 0
2 8 31 43 49 55 0
2 8 37 43 49 55 0
2 13 19 25 31 37 0
2 13 19 25 31 43 0
2 13 19 25 31 49 0
2 13 19 25 31 55 0
2 13 19 25 37 43 0
2 13 19 25 37 49 0
2 13 19 25 37 55 0
2 13 19 25 43 49 0
2 13 19 25 43 55 0
2 13 19 25 49 55 0
2 13 19 31 37 43 0
2 13 19 31 37 49 0
2 13 19 31 37 55 0
2 13 19 31 43 49 0
2 13 19 31 43 55 0
2 13 19 31 49 55 0
2 13 19 37 43 49 0
2 13 19 37 43 55 0
2 13 19 37 49 55 0
2 13 19 43 49 55 0
2 13 25 31 37 43 0
2 13 25 31 37 49 0
2 13 25 31 37 55 0
2 13 25 31 43 49 0
2 13 25 31 43 55 0
2 13 25 31 49 55 0
2 13 25 37 43 49 0
2 13 25 37 43 55 0
2 13 25 37 49 55 0
2 13 25 43 49 55 0
2 13 31 37 43 49 0
2 13 31 37 43 55 0
2 13 31 37 49 55 0
2 13 31 43 49 55 0
2 13 37 43 49 55 0
2 19 25 31 37 43 0
2 19 25 31 37 49 0
2 19 25 31 37 55 0
2 19 25 31 43 49 0
2 19 25 31 43 55 0
2 19 25 31 49 55 0
2 19 25 37 43 49 0
2 19 25 37 43 55 0
2 19 25 37 49 55 0
2 19 25 43 49 55 0
2 19 31 37 43 49 0
2 19 31 37 43 55 0
2 19 31 37 49 55 0
2 19 31 43 49 55 0
2 19 37 43 49 55 0
2 25 31 37 43 49 0
2 25 31 37 43 55 0
2 25 31 37 49 55 0
2 25 31 43 49 55 0
2 25 37 43 49 55 0
2 31 37 43 49 55 0
8 13 19 25 31 37 0
8 13 19 25 31 43 0
8 13 19 25 31 49 0
8 13 19 25 31 55 0
8 13 19 25 37 43 0
8 13 19 25 37 49 0
8 13 19 25 37 55 0
8 13 19 25 43 49 0
8 13 19 25 43 55 0
8 13 19 25 49 55 0
8 13 19 31 37 43 0
8 13 19 31 37 49 0
8 13 19 31 37 55 0
8 13 19 31 43 49 0
8 13 19 31 43 55 0
8 13 19 31 49 55 0
8 13 19 37 43 49 0
8 13 19 37 43 55 0
8 13 19 37 49 55 0
8 13 19 43 49 55 0
8 13 25 31 37 43 0
8 13 25 31 37 49 0
8 13 25 31 37 55 0
8 13 25 31 43 49 0
8 13 25 31 43 55 0
8 13 25 31 49 55 0
8 13 25 37 43 49 0
8 13 25 37 43 55 0
8 13 25 37 49 55 0
8 13 25 43 49 55 0
8 13 31 37 43 49 0
8 13 31 37 43 55 0
8 13 31 37 49 55 0
8 13 31 43 49 55 0
8 13 37 43 49 55 0
8 19 25 31 37 43 0
8 19 25 31 37 49 0
8 19 25 31 37 55 0
8 19 25 31 43 49 0
8 19 25 31 43 55 0
8 19 25 31 49 55 0
8 19 25 37 43 49 0
8 19 25 37 43 55 0
8 19 25 37 49 55 0
8 19 25 43 49 55 0
8 19 31 37 43 49 0
8 19 31 37 43 55 0
8 19 31 37 49 55 0
8 19 31 43 49 55 0
8 19 37 43 49 55 0
8 25 31 37 43 49 0
8 25 31 37 43 55 0
8 25 31 37 49 55 0
8 25 31 43 49 55 0
8 25 37 43 49 55 0
8 31 37 43 49 55 0
13 19 25 31 37 43 0
13 19 25 31 37 49 0
13 19 25 31 37 55 0
13 19 25 31 43 49 0
13 19 25 31 43 55 0
13 19 25 31 49 55 0
13 19 25 37 43 49 0
13 19 25 37 43 55 0
13 19 25 37 49 55 0
13 19 25 43 49 55 0
13 19 31 37 43 49 0
13 19 31 37 43 55 0
13 19 31 37 49 55 0
13 19 31 43 49 55 0
13 19 37 43 49 55 0
13 25 31 37 43 49 0
13 25 31 37 43 55 0
13 25 31 37 49 55 0
13 25 31 43 49 55 0
13 25 37 43 49 55 0
13 31 37 43 49 55 0
19 25 31 37 43 49 0
19 25 31 37 43 55 0
19 25 31 37 49 55 0
19 25 31 43 49 55 0
19 25 37 43 49 55 0
19 31 37 43 49 55 0
25 31 37 43 49 55 0
-3 -9 -14 -20 -26 -32 0
-3 -9 -14 -20 -26 -38 0
-3 -9 -14 -20 -26 -44 0
-3 -9 -14 -20 -26 -50 0
-3 -9 -14 -20 -26 -56 0
-3 -9 -14 -20 -32 -38 0
-3 -9 -14 -20 -32 -44 0
-3 -9 -14 -20 -32 -50 0
-3 -9 -14 -20 -32 -56 0
-3 -9 -14 -20 -38 -44 0
-3 -9 -14 -20 -38 -50 0
-3 -9 -14 -20 -38 -56 0
-3 -9 -14 -20 -44 -50 0
-3 -9 -14 -20 -44 -56 0
-3 -9 -14 -20 -50 -56 0
-3 -9 -14 -26 -32 -38 0
-3 -9 -14 -26 -32 -44 0
-3 -9 -14 -26 -32 -50 0
-3 -9 -14 -26 -32 -56 0
-3 -9 -14 -26 -38 -44 0
-3 -9 -14 -26 -38 -50 0
-3 -9 -14 -26 -38 -56 0
-3 -9 -14 -26 -44 -50 0
-3 -9 -14 -26 -44 -56 0
-3 -9 -14 -26 -50 -56 0
-3 -9 -14 -32 -38 -44 0
-3 -9 -14 -32 -38 -50 0
-3 -9 -14 -32 -38 -56 0
-3 -9 -14 -32 -44 -50 0
-3 -9 -14 -32 -44 -56 0
-3 -9 -14 -32 -50 -56 0
-3 -9 -14 -38 -44 -50 0
-3 -9 -14 -38 -44 -56 0
-3 -9 -14 -38 -50 -56 0
-3 -9 -14 -44 -50 -56 0
-3 -9 -20 -26 -32 -38 0
-3 -9 -20 -26 -32 -44 0
-3 -9 -20 -26 -32 -50 0
-3 -9 -20 -26 -32 -56 0
-3 -9 -20 -26 -38 -44 0
-3 -9 -20 -26 -38 -50 0
-3 -9 -20 -26 -38 -56 0
-3 -9 -20 -26 -44 -50 0
-3 -9 -20 -26 -44 -56 0
-3 -9 -20 -26 -50 -56 0
-3 -9 -20 -32 -38 -44 0
-3 -9 -20 -32 -38 -50 0
-3 -9 -20 -32 -38 -56 0
-3 -9 -20 -32 -44 -50 0
-3 -9 -20 -32 -44 -56 0
-3 -9 -20 -32 -50 -56 0
-3 -9 -20 -38 -44 -50 0
-3 -9 -20 -38 -44 -56 0
-3 -9 -20 -38 -50 -56 0
-3 -9 -20 -44 -50 -56 0
-3 -9 -26 -32 -38 -44 0
-3 -9 -26 -32 -38 -50 0
-3 -9 -26 -32 -38 -56 0
-3 -9 -26 -32 -44 -50 0
-3 -9 -26 -32 -44 -56 0
-3 -9 -26 -32 -50 -56 0
-3 -9 -26 -38 -44 -50 0
-3 -9 -26 -38 -44 -56 0
-3 -9 -26 -38 -50 -56 0
-3 -9 -26 -44 -50 -56 0
-3 -9 -32 -38 -44 -50 0
-3 -9 -32 -38 -44 -56 0
-3 -9 -32 -38 -50 -56 0
-3 -9 -32 -44 -50 -56 0
-3 -9 -38 -44 -50 -56 0
-3 -14 -20 -26 -32 -38 0
-3 -14 -20 -26 -32 -44 0
-3 -14 -20 -26 -32 -50 0
-3 -14 -20 -26 -32 -56 0
-3 -14 -20 -26 -38 -44 0
-3 -14 -20 -26 -38 -50 0
-3 -14 -20 -26 -38 -56 0
-3 -14 -20 -26 -44 -50 0
-3 -14 -20 -26 -44 -56 0
-3 -14 -20 -26 -50 -56 0
-3 -14 -20 -32 -38 -44 0
-3 -14 -20 -32 -38 -50 0
-3 -14 -20 -32 -38 -56 0
-3 -14 -20 -32 -44 -50 0
-3 -14 -20 -32 -44 -56 0
-3 -14 -20 -32 -50 -56 0
-3 -14 -20 -38 -44 -50 0
-3 -14 -20 -38 -44 -56 0
-3 -14 -20 -38 -50 -56 0
-3 -14 -20 -44 -50 -56 0
-3 -14 -26 -32 -38 -44 0
-3 -14 -26 -32 -38 -50 0
-3 -14 -26 -32 -38 -56 0
-3 -14 -26 -32 -44 -50 0
-3 -14 -26 -32 -44 -56 0
-3 -14 -26 -32 -50 -56 0
-3 -14 -26 -38 -44 -50 0
-3 -14 -26 -38 -44 -56 0
-3 -14 -26 -38 -50 -56 0
-3 -14 -26 -44 -50 -56 0
-3 -14 -32 -38 -44 -50 0
-3 -14 -32 -38 -44 -56 0
-3 -14 -32 -38 -50 -56 0
-3 -14 -32 -44 -50 -56 0
-3 -14 -38 -44 -50 -56 0
-3 -20 -26 -32 -38 -44 0
-3 -20 -26 -32 -38 -50 0
-3 -20 -26 -32 -38 -56 0
-3 -20 -26 -32 -44 -50 0
-3 -20 -26 -32 -44 -56 0
-3 -20 -26 -32 -50 -56 0
-3 -20 -26 -38 -44 -50 0
-3 -20 -26 -38 -44 -56 0
-3 -20 -26 -38 -50 -56 0
-3 -20 -26 -44 -50 -56 0
-3 -20 -32 -38 -44 -50 0
-3 -20 -32 -38 -44 -56 0
-3 -20 -32 -38 -50 -56 0
-3 -20 -32 -44 -50 -56 0
-3 -20 -38 -44 -50 -56 0
-3 -26 -32 -38 -44 -50 0
-3 -26 -32 -38 -44 -56 0
-3 -26 -32 -38 -50 -56 0
-3 -26 -32 -44 -50 -56 0
-3 -26 -38 -44 -50 -56 0
-3 -32 -38 -44 -50 -56 0
-9 -14 -20 -26 -32 -38 0
-9 -14 -20 -26 -32 -44 0
-9 -14 -20 -26 -32 -50 0
-9 -14 -20 -26 -32 -56 0
-9 -14 -20 -26 -38 -44 0
-9 -14 -20 -26 -38 -50 0
-9 -14 -20 -26 -38 -56 0
-9 -14 -20 -26 -44 -50 0
-9 -14 -20 -26 -44 -56 0
-9 -14 -20 -26 -50 -56 0
-9 -14 -20 -32 -38 -44 0
-9 -14 -20 -32 -38 -50 0
-9 -14 -20 -32 -38 -56 0
-9 -14 -20 -32 -44 -50 0
-9 -14 -20 -32 -44 -56 0
-9 -14 -20 -32 -50 -56 0
-9 -14 -20 -38 -44 -50 0
-9 -14 -20 -38 -44 -56 0
-9 -14 -20 -38 -50 -56 0
-9 -14 -20 -44 -50 -56 0
-9 -14 -26 -32 -38 -44 0
-9 -14 -26 -32 -38 -50 0
-9 -14 -26 -32 -38 -56 0
-9 -14 -26 -32 -44 -50 0
-9 -14 -26 -32 -44 -56 0
-9 -14 -26 -32 -50 -56 0
-9 -14 -26 -38 -44 -50 0
-9 -14 -26 -38 -44 -56 0
-9 -14 -26 -38 -50 -56 0
-9 -14 -26 -44 -50 -56 0
-9 -14 -32 -38 -44 -50 0
-9 -14 -32 -38 -44 -56 0
-9 -14 -32 -38 -50 -56 0
-9 -14 -32 -44 -50 -56 0
-9 -14 -38 -44 -50 -56 0
-9 -20 -26 -32 -38 -44 0
-9 -20 -26 -32 -38 -50 0
-9 -20 -26 -32 -38 -56 0
-9 -20 -26 -32 -44 -50 0
-9 -20 -26 -32 -44 -56 0
-9 -20 -26 -32 -50 -56 0
-9 -20 -26 -38 -44 -50 0
-9 -20 -26 -38 -44 -56 0
-9 -20 -26 -38 -50 -56 0
-9 -20 -26 -44 -50 -56 0
-9 -20 -32 -38 -44 -50 0
-9 -20 -32 -38 -44 -56 0
-9 -20 -32 -38 -50 -56 0
-9 -20 -32 -44 -50 -56 0
-9 -20 -38 -44 -50 -56 0
-9 -26 -32 -38 -44 -50 0
-9 -26 -32 -38 -44 -56 0
-9 -26 -32 -38 -50 -56 0
-9 -26 -32 -44 -50 -56 0
-9 -26 -38 -44 -50 -56 0
-9 -32 -38 -44 -50 -56 0
-14 -20 -26 -32 -38 -44 0
-14 -20 -26 -32 -38 -50 0
-14 -20 -26 -32 -38 -56 0
-14 -20 -26 -32 -44 -50 0
-14 -20 -26 -32 -44 -56 0
-14 -20 -26 -32 -50 -56 0
-14 -20 -26 -38 -44 -50 0
-14 -20 -26 -38 -44 -56 0
-14 -20 -26 -38 -50 -56 0
-14 -20 -26 -44 -50 -56 0
-14 -20 -32 -38 -44 -50 0
-14 -20 -32 -38 -44 -56 0
-14 -20 -32 -38 -50 -56 0
-14 -20 -32 -44 -50 -56 0
-14 -20 -38 -44 -50 -56 0
-14 -26 -32 -38 -44 -50 0
-14 -26 -32 -38 -44 -56 0
-14 -26 -32 -38 -50 -56 0
-14 -26 -32 -44 -50 -56 0
-14 -26 -38 -44 -50 -56 0
-14 -32 -38 -44 -50 -56 0
-20 -26 -32 -38 -44 -50 0
-20 -26 -32 -38 -44 -56 0
-20 -26 -32 -38 -50 -56 0
-20 -26 -32 -44 -50 -56 0
-20 -26 -38 -44 -50 -56 0
-20 -32 -38 -44 -50 -56 0
-26 -32 -38 -44 -50 -56 0
3 9 14 20 26 32 0
3 9 14 20 26 38 0
3 9 14 20 26 44 0
3 9 14 20 26 50 0
3 9 14 20 26 56 0
3 9 14 20 32 38 0
3 9 14 20 32 44 0
3 9 14 20 32 50 0
3 9 14 20 32 56 0
3 9 14 20 38 44 0
3 9 14 20 38 50 0
3 9 14 20 38 56 0
3 9 14 20 44 50 0
3 9 14 20 44 56 0
3 9 14 20 50 56 0
3 9 14 26 32 38 0
3 9 14 26 32 44 0
3 9 14 26 32 50 0
3 9 14 26 32 56 0
3 9 14 26 38 44 0
3 9 14 26 38 50 0
3 9 14 26 38 56 0
3 9 14 26 44 50 0
3 9 14 26 44 56 0
3 9 14 26 50 56 0
3 9 14 32 38 44 0
3 9 14 32 38 50 0
3 9 14 32 38 56 0
3 9 14 32 44 50 0
3 9 14 32 44 56 0
3 9 14 32 50 56 0
3 9 14 38 44 50 0
3 9 14 38 44 56 0
3 9 14 38 50 56 0
3 9 14 44 50 56 0
3 9 20 26 32 38 0
3 9 20 26 32 44 0
3 9 20 26 32 50 0
3 9 20 26 32 56 0
3 9 20 26 38 44 0
3 9 20 26 38 50 0
3 9 20 26 38 56 0
3 9 20 26 44 50 0
3 9 20 26 44 56 0
3 9 20 26 50 56 0
3 9 20 32 38 44 0
3 9 20 32 38 50 0
3 9 20 32 38 56 0
3 9 20 32 44 50 0
3 9 20 32 44 56 0
3 9 20 32 50 56 0
3 9 20 38 44 50 0
3 9 20 38 44 56 0
3 9 20 38 50 56 0
3 9 20 44 50 56 0
3 9 26 32 38 44 0
3 9 26 32 38 50 0
3 9 26 32 38 56 0
3 9 26 32 44 50 0
3 9 26 32 44 56 0
3 9 26 32 50 56 0
3 9 26 38 44 50 0
3 9 26 38 44 56 0
3 9 26 38 50 56 0
3 9 26 44 50 56 0
3 9 32 38 44 50 0
3 9 32 38 44 56 0
3 9 32 38 50 56 0
3 9 32 44 50 56 0
3 9 38 44 50 56 0
3 14 20 26 32 38 0
3 14 20 26 32 44 0
3 14 20 26 32 50 0
3 14 20 26 32 56 0
3 14 20 26 38 44 0
3 14 20 26 38 50 0
3 14 20 26 38 56 0
3 14 20 26 44 50 0
3 14 20 26 44 56 0
3 14 20 26 50 56 0
3 14 20 32 38 44 0
3 14 20 32 38 50 0
3 14 20 32 38 56 0
3 14 20 32 44 50 0
3 14 20 32 44 56 0
3 14 20 32 50 56 0
3 14 20 38 44 50 0
3 14 20 38 44 56 0
3 14 20 38 50 56 0
3 14 20 44 50 56 0
3 14 26 32 38 44 0
3 14 26 32 38 50 0
3 14 26 32 38 56 0
3 14 26 32 44 50 0
3 14 26 32 44 56 0
3 14 26 32 50 56 0
3 14 26 38 44 50 0
3 14 26 38 44 56 0
3 14 26 38 50 56 0
3 14 26 44 50 56 0
3 14 32 38 44 50 0
3 14 32 38 44 56 0
3 14 32 38 50 56 0
3 14 32 44 50 56 0
3 14 38 44 50 56 0
3 20 26 32 38 44 0
3 20 26 32 38 50 0
3 20 26 32 38 56 0
3 20 26 32 44 50 0
3 20 26 32 44 56 0
3 20 26 32 50 56 0
3 20 26 38 44 50 0
3 20 26 38 44 56 0
3 20 26 38 50 56 0
3 20 26 44 50 56 0
3 20 32 38 44 50 0
3 20 32 38 44 56 0
3 20 32 38 50 56 0
3 20 32 44 50 56 0
3 20 38 44 50 56 0
3 26 32 38 44 50 0
3 26 32 38 44 56 0
3 26 32 38 50 56 0
3 26 32 44 50 56 0
3 26 38 44 50 56 0
3 32 38 44 50 56 0
9 14 20 26 32 38 0
9 14 20 26 32 44 0
9 14 20 26 32 50 0
9 14 20 26 32 56 0
9 14 20 26 38 44 0
9 14 20 26 38 50 0
9 14 20 26 38 56 0
9 14 20 26 44 50 0
9 14 20 26 44 56 0
9 14 20 26 50 56 0
9 14 20 32 38 44 0
9 14 20 32 38 50 0
9 14 20 32 38 56 0
9 14 20 32 44 50 0
9 14 20 32 44 56 0
9 14 20 32 50 56 0
9 14 20 38 44 50 0
9 14 20 38 44 56 0
9 14 20 38 50 56 0
9 14 20 44 50 56 0
9 14 26 32 38 44 0
9 14 26 32 38 50 0
9 14 26 32 38 56 0
9 14 26 32 44 50 0
9 14 26 32 44 56 0
9 14 26 32 50 56 0
9 14 26 38 44 50 0
9 14 26 38 44 56 0
9 14 26 38 50 56 0
9 14 26 44 50 56 0
9 14 32 38 44 50 0
9 14 32 38 44 56 0
9 14 32 38 50 56 0
9 14 32 44 50 56 0
9 14 38 44 50 56 0
9 20 26 32 38 44 0
9 20 26 32 38 50 0
9 20 26 32 38 56 0
9 20 26 32 44 50 0
9 20 26 32 44 56 0
9 20 26 32 50 56 0
9 20 26 38 44 50 0
9 20 26 38 44 56 0
9 20 26 38 50 56 0
9 20 26 44 50 56 0
9 20 32 38 44 50 0
9 20 32 38 44 56 0
9 20 32 38 50 56 0
9 20 32 44 50 56 0
9 20 38 44 50 56 0
9 26 32 38 44 50 0
9 26 32 38 44 56 0
9 26 32 38 50 56 0
9 26 32 44 50 56 0
9 26 38 44 50 56 0
9 32 38 44 50 56 0
14 20 26 32 38 44 0
14 20 26 32 38 50 0
14 20 26 32 38 56 0
14 20 26 32 44 50 0
14 20 26 32 44 56 0
14 20 26 32 50 56 0
14 20 26 38 44 50 0
14 20 26 38 44 56 0
14 20 26 38 50 56 0
14 20 26 44 50 56 0
14 20 32 38 44 50 0
14 20 32 38 44 56 0
14 20 32 38 50 56 0
14 20 32 44 50 56 0
14 20 38 44 50 56 0
14 26 32 38 44 50 0
14 26 32 38 44 56 0
14 26 32 38 50 56 0
14 26 32 44 50 56 0
14 26 38 44 50 56 0
14 32 38 44 50 56 0
20 26 32 38 44 50 0
20 26 32 38 44 56 0
20 26 32 38 50 56 0
20 26 32 44 50 56 0
20 26 38 44 50 56 0
20 32 38 44 50 56 0
26 32 38 44 50 56 0
-4 -15 -21 -27 -33 -39 0
-4 -15 -21 -27 -33 -45 0
-4 -15 -21 -27 -33 -51 0
-4 -15 -21 -27 -33 -57 0
-4 -15 -21 -27 -39 -45 0
-4 -15 -21 -27 -39 -51 0
-4 -15 -21 -27 -39 -57 0
-4 -15 -21 -27 -45 -51 0
-4 -15 -21 -27 -45 -57 0
-4 -15 -21 -27 -51 -57 0
-4 -15 -21 -33 -39 -45 0
-4 -15 -21 -33 -39 -51 0
-4 -15 -21 -33 -39 -57 0
-4 -15 -21 -33 -45 -51 0
-4 -15 -21 -33 -45 -57 0
-4 -15 -21 -33 -51 -57 0
-4 -15 -21 -39 -45 -51 0
-4 -15 -21 -39 -45 -57 0
-4 -15 -21 -39 -51 -57 0
-4 -15 -21 -45 -51 -57 0
-4 -15 -27 -33 -39 -45 0
-4 -15 -27 -33 -39 -51 0
-4 -15 -27 -33 -39 -57 0
-4 -15 -27 -33 -45 -51 0
-4 -15 -27 -33 -45 -57 0
-4 -15 -27 -33 -51 -57 0
-4 -15 -27 -39 -45 -51 0
-4 -15 -27 -39 -45 -57 0
-4 -15 -27 -39 -51 -57 0
-4 -15 -27 -45 -51 -57 0
-4 -15 -33 -39 -45 -51 0
-4 -15 -33 -39 -45 -57 0
-4 -15 -33 -39 -51 -57 0
-4 -15 -33 -45 -51 -57 0
-4 -15 -39 -45 -51 -57 0
-4 -21 -27 -33 -39 -45 0
-4 -21 -27 -33 -39 -51 0
-4 -21 -27 -33 -39 -57 0
-4 -21 -27 -33 -45 -51 0
-4 -21 -27 -33 -45 -57 0
-4 -21 -27 -33 -51 -57 0
-4 -21 -27 -39 -45 -51 0
-4 -21 -27 -39 -45 -57 0
-4 -21 -27 -39 -51 -57 0
-4 -21 -27 -45 -51 -57 0
-4 -21 -33 -39 -45 -51 0
-4 -21 -33 -39 -45 -57 0
-4 -21 -33 -39 -51 -57 0
-4 -21 -33 -45 -51 -57 0
-4 -21 -39 -45 -51 -57 0
-4 -27 -33 -39 -45 -51 0
-4 -27 -33 -39 -45 -57 0
-4 -27 -33 -39 -51 -57 0
-4 -27 -33 -45 -51 -57 0
-4 -27 -39 -45 -51 -57 0
-4 -33 -39 -45 -51 -57 0
-15 -21 -27 -33 -39 -45 0
-15 -21 -27 -33 -39 -51 0
-15 -21 -27 -33 -39 -57 0
-15 -21 -27 -33 -45 -51 0
-15 -21 -27 -33 -45 -57 0
-15 -21 -27 -33 -51 -57 0
-15 -21 -27 -39 -45 -51 0
-15 -21 -27 -39 -45 -57 0
-15 -21 -27 -39 -51 -57 0
-15 -21 -27 -45 -51 -57 0
-15 -21 -33 -39 -45 -51 0
-15 -21 -33 -39 -45 -57 0
-15 -21 -33 -39 -51 -57 0
-15 -21 -33 -45 -51 -57 0
-15 -21 -39 -45 -51 -57 0
-15 -27 -33 -39 -45 -51 0
-15 -27 -33 -39 -45 -57 0
-15 -27 -33 -39 -51 -57 0
-15 -27 -33 -45 -51 -57 0
-15 -27 -39 -45 -51 -57 0
-15 -33 -39 -45 -51 -57 0
-21 -27 -33 -39 -45 -51 0
-21 -27 -33 -39 -45 -57 0
-21 -27 -33 -39 -51 -57 0
-21 -27 -33 -45 -51 -57 0
-21 -27 -39 -45 -51 -57 0
-21 -33 -39 -45 -51 -57 0
-27 -33 -39 -45 -51 -57 0
4 15 21 27 33 0
4 15 21 27 39 0
4 15 21 27 45 0
4 15 21 27 51 0
4 15 21 27 57 0
4 15 21 33 39 0
4 15 21 33 45 0
4 15 21 33 51 0
4 15 21 33 57 0
4 15 21 39 45 0
4 15 21 39 51 0
4 15 21 39 57 0
4 15 21 45 51 0
4 15 21 45 57 0
4 15 21 51 57 0
4 15 27 33 39 0
4 15 27 33 45 0
4 15 27 33 51 0
4 15 27 33 57 0
4 15 27 39 45 0
4 15 27 39 51 0
4 15 27 39 57 0
4 15 27 45 51 0
4 15 27 45 57 0
4 15 27 51 57 0
4 15 33 39 45 0
4 15 33 39 51 0
4 15 33 39 57 0
4 15 33 45 51 0
4 15 33 45 57 0
4 15 33 51 57 0
4 15 39 45 51 0
4 15 39 45 57 0
4 15 39 51 57 0
4 15 45 51 57 0
4 21 27 33 39 0
4 21 27 33 45 0
4 21 27 33 51 0
4 21 27 33 57 0
4 21 27 39 45 0
4 21 27 39 51 0
4 21 27 39 57 0
4 21 27 45 51 0
4 21 27 45 57 0
4 21 27 51 57 0
4 21 33 39 45 0
4 21 33 39 51 0
4 21 33 39 57 0
4 21 33 45 51 0
4 21 33 45 57 0
4 21 33 51 57 0
4 21 39 45 51 0
4 21 39 45 57 0
4 21 39 51 57 0
4 21 45 51 57 0
4 27 33 39 45 0
4 27 33 39 51 0
4 27 33 39 57 0
4 27 33 45 51 0
4 27 33 45 57 0
4 27 33 51 57 0
4 27 39 45 51 0
4 27 39 45 57 0
4 27 39 51 57 0
4 27 45 51 57 0
4 33 39 45 51 0
4 33 39 45 57 0
4 33 39 51 57 0
4 33 45 51 57 0
4 39 45 51 57 0
4 15 21 27 33 39 0
4 15 21 27 33 45 0
4 15 21 27 33 51 0
4 15 21 27 33 57 0
4 15 21 27 39 45 0
4 15 21 27 39 51 0
4 15 21 27 39 57 0
4 15 21 27 45 51 0
4 15 21 27 45 57 0
4 15 21 27 51 57 0
4 15 21 33 39 45 0
4 15 21 33 39 51 0
4 15 21 33 39 57 0
4 15 21 33 45 51 0
4 15 21 33 45 57 0
4 15 21 33 51 57 0
4 15 21 39 45 51 0
4 15 21 39 45 57 0
4 15 21 39 51 57 0
4 15 21 45 51 57 0
4 15 27 33 39 45 0
4 15 27 33 39 51 0
4 15 27 33 39 57 0
4 15 27 33 45 51 0
4 15 27 33 45 57 0
4 15 27 33 51 57 0
4 15 27 39 45 51 0
4 15 27 39 45 57 0
4 15 27 39 51 57 0
4 15 27 45 51 57 0
4 15 33 39 45 51 0
4 15 33 39 45 57 0
4 15 33 39 51 57 0
4 15 33 45 51 57 0
4 15 39 45 51 57 0
4 21 27 33 39 45 0
4 21 27 33 39 51 0
4 21 27 33 39 57 0
4 21 27 33 45 51 0
4 21 27 33 45 57 0
4 21 27 33 51 57 0
4 21 27 39 45 51 0
